,site,date,time,predict next_15 avg-len,test_label,predict lane,curren_lane
0,0165,2022-12-10,00:30-00:33,0.032,0.0,0.02,0.0
1,0165,2022-12-10,00:33-00:36,0.032,0.0,0.02,0.0
2,0165,2022-12-10,00:36-00:39,0.031,0.0,0.02,0.0
3,0165,2022-12-10,00:39-00:42,0.032,0.0,0.02,0.0
4,0165,2022-12-10,00:42-00:45,0.031,0.0,0.02,0.0
5,0165,2022-12-10,00:45-00:48,0.032,0.0,0.02,0.0
6,0165,2022-12-10,00:48-00:51,0.032,0.0,0.02,0.0
7,0165,2022-12-10,00:51-00:54,0.032,0.0,0.02,0.0
8,0165,2022-12-10,00:54-00:57,0.032,0.0,0.02,0.0
9,0165,2022-12-10,00:57-01:00,0.032,0.0,0.02,0.0
10,0165,2022-12-10,01:00-01:03,0.032,0.0,0.02,0.0
11,0165,2022-12-10,01:03-01:06,0.032,0.0,0.02,0.0
12,0165,2022-12-10,01:06-01:09,0.032,0.0,0.02,0.0
13,0165,2022-12-10,01:09-01:12,0.031,0.0,0.02,0.0
14,0165,2022-12-10,01:12-01:15,0.032,0.0,0.02,0.0
15,0165,2022-12-10,01:15-01:18,0.032,0.0,0.02,0.0
16,0165,2022-12-10,01:18-01:21,0.032,0.0,0.02,0.0
17,0165,2022-12-10,01:21-01:24,0.031,0.0,0.02,0.0
18,0165,2022-12-10,01:24-01:27,0.031,0.0,0.02,0.0
19,0165,2022-12-10,01:27-01:30,0.031,0.0,0.02,0.0
20,0165,2022-12-10,01:30-01:33,0.031,0.0,0.02,0.0
21,0165,2022-12-10,01:33-01:36,0.031,0.0,0.02,0.0
22,0165,2022-12-10,01:36-01:39,0.031,0.0,0.02,0.0
23,0165,2022-12-10,01:39-01:42,0.031,0.0,0.02,0.0
24,0165,2022-12-10,01:42-01:45,0.031,0.0,0.02,0.0
25,0165,2022-12-10,01:45-01:48,0.031,0.0,0.02,0.0
26,0165,2022-12-10,01:48-01:51,0.031,0.0,0.02,0.0
27,0165,2022-12-10,01:51-01:54,0.031,0.0,0.02,0.0
28,0165,2022-12-10,01:54-01:57,0.031,0.0,0.02,0.0
29,0165,2022-12-10,01:57-02:00,0.031,0.0,0.02,0.0
30,0165,2022-12-10,02:00-02:03,0.024,0.0,0.01,0.0
31,0165,2022-12-10,02:03-02:06,0.024,0.0,0.01,0.0
32,0165,2022-12-10,02:06-02:09,0.024,0.0,0.01,0.0
33,0165,2022-12-10,02:09-02:12,0.024,0.0,0.01,0.0
34,0165,2022-12-10,02:12-02:15,0.024,0.0,0.01,0.0
35,0165,2022-12-10,02:15-02:18,0.024,0.0,0.01,0.0
36,0165,2022-12-10,02:18-02:21,0.024,0.0,0.01,0.0
37,0165,2022-12-10,02:21-02:24,0.024,0.0,0.01,0.0
38,0165,2022-12-10,02:24-02:27,0.024,0.0,0.01,0.0
39,0165,2022-12-10,02:27-02:30,0.024,0.0,0.01,0.0
40,0165,2022-12-10,02:30-02:33,0.024,0.0,0.01,0.0
41,0165,2022-12-10,02:33-02:36,0.024,0.0,0.01,0.0
42,0165,2022-12-10,02:36-02:39,0.024,0.0,0.01,0.0
43,0165,2022-12-10,02:39-02:42,0.024,0.0,0.01,0.0
44,0165,2022-12-10,02:42-02:45,0.024,0.0,0.01,0.0
45,0165,2022-12-10,02:45-02:48,0.024,0.0,0.01,0.0
46,0165,2022-12-10,02:48-02:51,0.024,0.0,0.01,0.0
47,0165,2022-12-10,02:51-02:54,0.024,0.0,0.01,0.0
48,0165,2022-12-10,02:54-02:57,0.024,0.0,0.01,0.0
49,0165,2022-12-10,02:57-03:00,0.024,0.0,0.01,0.0
50,0165,2022-12-10,03:00-03:03,0.024,0.014,0.01,0.0
51,0165,2022-12-10,03:03-03:06,0.024,0.014,0.01,0.0
52,0165,2022-12-10,03:06-03:09,0.024,0.014,0.01,0.0
53,0165,2022-12-10,03:09-03:12,0.024,0.014,0.01,0.0
54,0165,2022-12-10,03:12-03:15,0.024,0.014,0.01,0.0
55,0165,2022-12-10,03:15-03:18,0.037,0.0,0.02,0.0
56,0165,2022-12-10,03:18-03:21,0.024,0.0,0.01,0.0
57,0165,2022-12-10,03:21-03:24,0.027,0.0,0.01,0.0
58,0165,2022-12-10,03:24-03:27,0.026,0.0,0.01,0.0
59,0165,2022-12-10,03:27-03:30,0.026,0.0,0.01,0.0
60,0165,2022-12-10,03:30-03:33,0.026,0.03,0.01,0.0
61,0165,2022-12-10,03:33-03:36,0.025,0.03,0.01,0.0
62,0165,2022-12-10,03:36-03:39,0.025,0.03,0.01,0.0
63,0165,2022-12-10,03:39-03:42,0.025,0.03,0.01,0.0
64,0165,2022-12-10,03:42-03:45,0.025,0.03,0.01,0.0
65,0165,2022-12-10,03:45-03:48,0.051,0.0,0.03,0.0
66,0165,2022-12-10,03:48-03:51,0.024,0.0,0.01,0.0
67,0165,2022-12-10,03:51-03:54,0.03,0.0,0.02,0.0
68,0165,2022-12-10,03:54-03:57,0.028,0.0,0.01,0.0
